record_id ,date       ,timestamp ,intersection_id ,intersection_name  ,latitude ,longitude ,vehicle_count ,average_speed ,signal_cycle_time ,green_time ,yellow_time ,red_time ,weather_condition ,day_of_week ,is_weekend ,is_holiday ,event                ,pollution_level ,car_count ,bus_count ,truck_count ,motorcycle_count
7078      ,05-01-2023 ,21:50:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,45            ,44.44         ,120               ,56         ,5           ,59       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,0.95            ,26        ,5         ,5           ,9
8700      ,07-01-2023 ,00:50:00  ,10              ,Minto Park         ,25.44    ,81.88     ,83            ,34.94         ,120               ,60         ,4           ,56       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.64            ,54        ,8         ,8           ,13
7031      ,05-01-2023 ,21:10:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,62            ,41.44         ,120               ,63         ,5           ,52       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.27            ,39        ,8         ,4           ,11
973       ,01-01-2023 ,16:10:00  ,3               ,Chowk              ,25.43    ,81.84     ,48            ,43.67         ,120               ,NA         ,6           ,61       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,0.95            ,27        ,4         ,6           ,11
978       ,01-01-2023 ,16:10:00  ,8               ,Jhunsi             ,25.43    ,81.91     ,73            ,40.13         ,120               ,54         ,5           ,61       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,1.42            ,40        ,7         ,7           ,19
603       ,01-01-2023 ,10:00:00  ,3               ,Chowk              ,25.43    ,81.84     ,93            ,27.85         ,120               ,58         ,5           ,57       ,Fog               ,Sunday      ,weekend    ,1          ,NA                   ,2.06            ,53        ,15        ,5           ,20
307       ,01-01-2023 ,05:00:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,83            ,35.21         ,120               ,64         ,6           ,50       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,1.98            ,44        ,14        ,7           ,18
9652      ,07-01-2023 ,16:50:00  ,2               ,Katra              ,25.46    ,81.85     ,53            ,40.76         ,120               ,58         ,4           ,58       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.1             ,36        ,9         ,0           ,8
9426      ,07-01-2023 ,13:00:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,119           ,35.13         ,120               ,60         ,3           ,57       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,2.58            ,70        ,18        ,7           ,24
8129      ,06-01-2023 ,15:20:00  ,9               ,NA                 ,25.49    ,81.86     ,95            ,37.63         ,120               ,60         ,4           ,56       ,Clear             ,Friday      ,workday    ,0          ,NA                   ,1.78            ,61        ,6         ,12          ,16
7141      ,05-01-2023 ,23:00:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,21            ,47.47         ,120               ,59         ,6           ,55       ,Light Rain        ,Thursday    ,workday    ,1          ,NA                   ,0.56            ,10        ,5         ,1           ,5
7464      ,06-01-2023 ,04:20:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,129           ,33.76         ,120               ,47         ,5           ,68       ,Clear             ,Friday      ,workday    ,0          ,Local Market Fair    ,2.38            ,79        ,11        ,11          ,28
9416      ,07-01-2023 ,12:50:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,127           ,33.15         ,120               ,55         ,5           ,60       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,2.62            ,76        ,15        ,11          ,25
2886      ,03-01-2023 ,00:00:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,66            ,32.44         ,120               ,54         ,6           ,60       ,Light Rain        ,Tuesday     ,workday    ,0          ,NA                   ,1.38            ,38        ,6         ,9           ,13
2359      ,02-01-2023 ,15:10:00  ,NA              ,MNNIT Gate         ,25.49    ,81.86     ,74            ,33.15         ,120               ,67         ,5           ,48       ,Cold Wave         ,Monday      ,workday    ,0          ,NA                   ,1.82            ,43        ,14        ,5           ,12
4086      ,03-01-2023 ,20:00:00  ,6               ,Allahabad Junction ,25.44    ,81.83     ,184           ,28.91         ,120               ,90         ,5           ,25       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,3.56            ,108       ,17        ,18          ,41
9987      ,07-01-2023 ,22:20:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,64            ,39.45         ,120               ,63         ,4           ,53       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.04            ,42        ,3         ,6           ,13
2889      ,03-01-2023 ,00:00:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,0             ,50.17         ,120               ,63         ,4           ,53       ,Light Rain        ,Tuesday     ,workday    ,0          ,NA                   ,0               ,0         ,0         ,0           ,0
4980      ,04-01-2023 ,10:50:00  ,10              ,Minto Park         ,25.44    ,81.88     ,282           ,22.19         ,120               ,77         ,5           ,38       ,Cold Wave         ,Wednesday   ,workday    ,0          ,NA                   ,5.59            ,163       ,31        ,23          ,65
5895      ,05-01-2023 ,02:10:00  ,5               ,Naini Bridge       ,25.41    ,81.86     ,38            ,44.48         ,120               ,62         ,4           ,54       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,0.84            ,23        ,3         ,7           ,5
33        ,01-01-2023 ,00:30:00  ,3               ,Chowk              ,25.43    ,81.84     ,58            ,40.57         ,120               ,67         ,7           ,46       ,Clear             ,Sunday      ,weekend    ,1          ,NA                   ,1.58            ,31        ,12        ,6           ,9
2759      ,02-01-2023 ,21:50:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,80            ,35.28         ,120               ,56         ,5           ,59       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,1.57            ,47        ,7         ,9           ,17
4813      ,04-01-2023 ,08:10:00  ,3               ,Chowk              ,25.43    ,81.84     ,227           ,26.04         ,120               ,85         ,4           ,31       ,Clear             ,Wednesday   ,workday    ,0          ,NA                   ,5.19            ,126       ,25        ,35          ,41
6760      ,05-01-2023 ,16:30:00  ,10              ,Minto Park         ,25.44    ,81.88     ,53            ,41.08         ,120               ,52         ,4           ,64       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,0.96            ,30        ,4         ,5           ,14
6074      ,05-01-2023 ,05:10:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,35            ,45.98         ,120               ,55         ,5           ,60       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,0.65            ,23        ,3         ,NA          ,6
9114      ,07-01-2023 ,07:50:00  ,4               ,Tagore Town        ,25.47    ,81.89     ,209           ,27.27         ,120               ,84         ,5           ,31       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,3.79            ,124       ,12        ,26          ,47
3807      ,03-01-2023 ,15:20:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,81            ,38.34         ,120               ,58         ,5           ,57       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,1.83            ,47        ,12        ,7           ,15
2319      ,02-01-2023 ,14:30:00  ,9               ,MNNIT Gate         ,25.49    ,81.86     ,110           ,29.25         ,120               ,60         ,6           ,54       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,2.1             ,65        ,9         ,12          ,24
3073      ,03-01-2023 ,03:10:00  ,3               ,Chowk              ,25.43    ,81.84     ,146           ,30.91         ,120               ,70         ,5           ,45       ,Clear             ,Tuesday     ,workday    ,0          ,NA                   ,2.86            ,83        ,13        ,16          ,34
6637      ,05-01-2023 ,14:30:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,66            ,36.6          ,120               ,65         ,6           ,49       ,Clear             ,Thursday    ,workday    ,1          ,NA                   ,1.37            ,43        ,7         ,7           ,9
10017     ,07-01-2023 ,22:50:00  ,7               ,Phaphamau          ,25.49    ,81.87     ,68            ,41.09         ,120               ,60         ,3           ,57       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,1.34            ,42        ,7         ,6           ,13
2581      ,02-01-2023 ,19:00:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,201           ,27.21         ,120               ,82         ,6           ,32       ,Clear             ,Monday      ,workday    ,0          ,NA                   ,4.49            ,119       ,24        ,25          ,33
9561      ,07-01-2023 ,15:20:00  ,1               ,Civil Lines        ,25.45    ,81.83     ,55            ,43.88         ,120               ,59         ,5           ,56       ,Clear             ,Saturday    ,weekend    ,0          ,NA                   ,0.9             ,34        ,4         ,3           ,14
